,accessionType,authorString,citedByCount,doi,firstPublicationDate,hasBook,hasDbCrossReferences,hasLabsLinks,hasPDF,hasReferences,hasSuppl,hasTMAccessionNumbers,hasTextMinedTerms,id,inEPMC,inPMC,isOpenAccess,issue,journalIssn,journalTitle,journalVolume,pageInfo,pmcid,pmid,pubType,pubYear,source,title
88,,"Hassan K, Elimeleh Y, Shehadeh M, Hassan F, Rubinchik I.",0,10.1111/1744-9987.12663,2018-03-30,N,N,N,N,N,,N,N,29600589,N,N,N,,1744-9979; 1744-9987; ,Ther Apher Dial,,,,29600589,journal article,2018,MED,Associations of Peritoneal Glucose Load With Male Sexual Dysfunction and Depression in Peritoneal Dialysis Patients.
89,,"Vogeli JM, Hooker SA, Everhart KD, Kaplan PS.",0,10.1002/nur.21861,2018-04-01,N,N,Y,N,N,,N,N,29603768,N,N,N,2,0160-6891; 1098-240x; ,Res Nurs Health,41,185-194,,29603768,journal article,2018,MED,Psychometric properties of the postpartum depression screening scale beyond the postpartum period.
90,,"Davis WA, Bruce DG, Dragovic M, Davis TME, Starkstein SE.",0,10.1371/journal.pone.0194417,2018-03-15,N,N,Y,N,Y,,N,Y,29543862,Y,N,N,3,1932-6203,PLoS One,13,e0194417,PMC5854400,29543862,journal article,2018,MED,The utility of the Diabetes Anxiety Depression Scale in Type 2 diabetes mellitus: The Fremantle Diabetes Study Phase II.
91,,"Choi SKY, Boyle E, Cairney J, Grootendorst P, Gardner S, Collins EJ, Kendall C, Rourke SB, OHTN Cohort Study.",0,10.1371/journal.pone.0195185,2018-04-09,N,N,N,N,N,,N,N,29630615,N,N,N,4,1932-6203,PLoS One,13,e0195185,,29630615,journal article,2018,MED,Impact of depression and recreational drug use on emergency department encounters and hospital admissions among people living with HIV in Ontario: A secondary analysis using the OHTN cohort study.
92,,"Han KM, De Berardis D, Fornaro M, Kim YK.",0,10.1016/j.pnpbp.2018.03.022,2018-03-27,N,N,Y,N,N,,N,N,29601896,N,N,N,,0278-5846; 1878-4216; ,Prog Neuropsychopharmacol Biol Psychiatry,,,,29601896,review; journal article; ,2018,MED,Differentiating between bipolar and unipolar depression in functional and structural MRI studies.
93,,"Bennett B, Sharma M, Bennett R, Mawson AR, Buxbaum SG, Sung JH.",0,10.15171/jcs.2018.001,2018-03-01,N,N,N,N,N,,N,N,29637050,N,N,N,1,2251-9920,J Caring Sci,7,1-8,,29637050,journal article,2018,MED,Using Social Cognitive Theory to Predict Medication Compliance Behavior in Patients with Depression in Southern United States in 2016 in a Cross-Sectional Study.
94,,"Ho SMY, Cheng J, Dai DWT, Tam T, Hui O.",0,10.1002/jclp.22597,2018-02-28,N,N,Y,N,Y,,N,N,29488626,N,N,N,,0021-9762; 1097-4679; ,J Clin Psychol,,,,29488626,journal article,2018,MED,The effect of positive and negative memory bias on anxiety and depression symptoms among adolescents.
95,,"Mausbach BT, Yeung P, Bos T, Irwin SA.",0,10.1002/pon.4716,2018-03-30,N,N,N,N,N,,N,N,29601657,N,N,N,,1057-9249; 1099-1611; ,Psychooncology,,,,29601657,journal article,2018,MED,Healthcare Costs of Depression in Patients Diagnosed with Cancer.
96,,"Lee SB, Chung S, Lee H, Seo JS.",0,10.1093/alcalc/agy003,2018-03-17,N,N,Y,N,N,,N,N,29562310,N,N,N,,0735-0414; 1464-3502; ,Alcohol Alcohol,,,,29562310,journal article,2018,MED,The Mutual Relationship Between Men's Drinking and Depression: A 4-Year Longitudinal Analysis.
97,nct,"Petersen I, Bhana A, Folb N, Thornicroft G, Zani B, Selohilwe O, Petrus R, Mntambo N, Georgeu-Pepper D, Kathree T, Lund C, Lombard C, Bachmann M, Gaziano T, Levitt N, Fairall L, PRIME-SA research team.",0,10.1186/s13063-018-2518-6,2018-03-22,N,N,N,N,Y,,Y,Y,29566730,Y,N,N,1,1745-6215,Trials,19,192,PMC5863904,29566730,journal article,2018,MED,Collaborative care for the detection and management of depression among adults with hypertension in South Africa: study protocol for the PRIME-SA randomised controlled trial.
98,,"Oute J, Tondora J, Glasdam S.",0,10.1111/nin.12241,2018-04-06,N,N,N,N,N,,N,N,29633472,N,N,N,,1320-7881; 1440-1800; ,Nurs Inq,,e12241,,29633472,journal article,2018,MED,'Men just drink more than women. Women have friends to talk to'-Gendered understandings of depression among healthcare professionals and their implications.
99,,"Asadi-Pooya AA, Kanemoto K, Kwon OY, Taniguchi G, Dong Z, Chinvarun Y, Yu HY, McGonigal A, Kanner AM, Park SP.",0,10.1016/j.seizure.2018.03.012,2018-03-12,N,N,Y,N,N,,N,N,29562209,N,N,N,,1059-1311; 1532-2688; ,Seizure,57,45-49,,29562209,review; journal article; ,2018,MED,Depression in people with epilepsy: How much do Asian colleagues acknowledge it?
0,,"Barua CC, Haloi P, Saikia B, Sulakhiya K, Pathak DC, Tamuli S, Rizavi H, Ren X.",0,10.1080/13880209.2017.1391298,2018-12-01,N,N,N,N,N,,N,N,29569964,N,N,N,1,1388-0209; 1744-5116; ,Pharm Biol,56,245-252,,29569964,journal article,2018,MED,Zanthoxylum alatum abrogates lipopolysaccharide-induced depression-like behaviours in mice by modulating neuroinflammation and monoamine neurotransmitters in the hippocampus.
1,,"McCombe G, Fogarty F, Swan D, Hannigan A, Fealy GM, Kyne L, Meagher D, Cullen W.",0,10.1080/13814788.2017.1402884,2018-12-01,N,N,Y,Y,Y,N,N,Y,29353511,Y,N,Y,1,1381-4788; 1751-1402; ,Eur J Gen Pract,24,84-91,PMC5795746,29353511,research-article; journal article; ,2018,MED,Identified mental disorders in older adults in primary care: A cross-sectional database study.
2,,"Myezwa H, Hanass-Hancock J, Ajidahun AT, Carpenter B.",0,10.1080/17290376.2018.1459813,2018-12-01,N,N,N,N,N,,N,N,29635976,N,N,N,1,1729-0376; 1813-4424; ,SAHARA J,15,50-59,,29635976,journal article,2018,MED,Disability and health outcomes - from a cohort of people on long-term anti-retroviral therapy.
3,,"Cooper JA, Arulpragasam AR, Treadway MT.",0,10.1016/j.cobeha.2018.01.024,2018-08-01,N,N,Y,N,N,,N,N,29503842,N,N,N,,2352-1546; 2352-1554; ,Curr Opin Behav Sci,22,128-135,,29503842,journal article,2018,MED,Anhedonia in depression: biological mechanisms and computational models.
4,,"Albert KM, Potter GG, McQuoid DR, Taylor WD.",0,10.1002/da.22747,2018-04-10,N,N,N,N,N,,N,N,29637661,N,N,N,,1091-4269; 1520-6394; ,Depress Anxiety,,,,29637661,journal article,2018,MED,Cognitive performance in antidepressant-free recurrent major depressive disorder.
5,,"Briggs R, Carey D, Kennelly SP, Kenny RA.",0,10.1161/hypertensionaha.117.10542,2018-04-09,N,N,Y,N,N,,N,N,29632103,N,N,N,5,0194-911x; 1524-4563; ,Hypertension,71,946-954,,29632103,journal article,2018,MED,Longitudinal Association Between Orthostatic Hypotension at 30 Seconds Post-Standing and Late-Life Depression.
6,,"Dardas LA, Silva SG, Scott J, Gondwe KW, Smoski MJ, Noonan D, Simmons LA.",0,10.1111/ppc.12270,2018-03-23,N,N,Y,N,N,,N,N,29570796,N,N,N,,0031-5990; 1744-6163; ,Perspect Psychiatr Care,,,,29570796,journal article,2018,MED,Do beliefs about depression etiologies influence the type and severity of depression stigma? The case of Arab adolescents.
7,,"Aguiñaga S, Ehlers DK, Salerno EA, Fanning J, Motl RW, McAuley E.",0,10.1123/jpah.2017-0390,2018-04-06,N,N,Y,N,N,,N,N,29625012,N,N,N,,1543-3080; 1543-5474; ,J Phys Act Health,,1-5,,29625012,journal article,2018,MED,Home-Based Physical Activity Program Improves Depression and Anxiety in Older Adults.
8,,"Gilsanz P, Schnaider Beeri M, Karter AJ, Quesenberry CP, Adams AS, Whitmer RA.",0,10.1080/13607863.2018.1455167,2018-04-10,N,N,N,N,N,,N,N,29634288,N,N,N,,1360-7863; 1364-6915; ,Aging Ment Health,,1-7,,29634288,journal article,2018,MED,Depression in type 1 diabetes and risk of dementia.
9,,"Arya S, Lee S, Zahner GJ, Cohen BE, Hiramoto J, Wolkowitz OM, Khakharia A, Binney ZO, Grenon SM.",0,10.1016/j.jvs.2017.10.092,2018-03-24,N,N,Y,N,N,,N,N,29588133,N,N,N,,0741-5214; 1097-6809; ,J Vasc Surg,,,,29588133,journal article,2018,MED,The association of comorbid depression with mortality and amputation in veterans with peripheral artery disease.
10,,"Rajkumar R, S Dawe G.",0,10.1016/j.jchemneu.2018.04.001,2018-04-07,N,N,N,N,N,,N,N,29635018,N,N,N,,0891-0618; 1873-6300; ,J Chem Neuroanat,,,,29635018,review; journal article; ,2018,MED,OBscure but not OBsolete: Perturbations of the frontal cortex in common between rodent olfactory bulbectomy model and major depression.
11,,"Lin PZ, Xue JM, Yang B, Li M, Cao FL.",0,10.1007/s00737-018-0835-0,2018-04-04,N,N,Y,N,N,,N,N,29616334,N,N,N,,1434-1816; 1435-1102; ,Arch Womens Ment Health,,,,29616334,review; journal article; ,2018,MED,Effectiveness of self-help psychological interventions for treating and preventing postpartum depression: a meta-analysis.
12,,"Peltzer K, Rodriguez VJ, Lee TK, Jones D.",0,10.1080/09540121.2018.1455960,2018-03-25,N,N,Y,N,N,,N,N,29575943,N,N,N,,0954-0121; 1360-0451; ,AIDS Care,,1-8,,29575943,journal article,2018,MED,Prevalence of prenatal and postpartum depression and associated factors among HIV-infected women in public primary care in rural South Africa: a longitudinal study.
13,,"Mols F, Schoormans D, de Hingh I, Oerlemans S, Husson O.",0,10.1002/cncr.31369,2018-04-06,N,N,N,N,N,,N,N,29624635,N,N,N,,0008-543x; 1097-0142; ,Cancer,,,,29624635,journal article,2018,MED,"Symptoms of anxiety and depression among colorectal cancer survivors from the population-based, longitudinal PROFILES Registry: Prevalence, predictors, and impact on quality of life."
14,,"Waqas A, Elhady M, Surya Dila KA, Kaboub F, Van Trinh L, Nhien CH, Al-Husseini MJ, Kamel MG, Elshafay A, Nhi HY, Hirayama K, Huy NT.",0,10.1016/j.puhe.2018.01.036,2018-04-04,N,N,Y,N,N,,N,N,29627116,N,N,N,,0033-3506; 1476-5616; ,Public Health,,,,29627116,review; journal article; ,2018,MED,Association between maternal depression and risk of infant diarrhea: a systematic review and meta-analysis.
15,,"Xiao MM, Li JB, Jiang LL, Shao H, Wang BL.",0,10.1186/s12888-018-1672-4,2018-04-03,N,N,Y,N,N,,N,N,29615007,N,N,N,1,1471-244x,BMC Psychiatry,18,88,,29615007,journal article,2018,MED,Plasma nesfatin-1 level is associated with severity of depression in Chinese depressive patients.
16,,"Kahraman Ö, Demirci EÖ.",0,10.1111/ped.13573,2018-04-04,N,N,N,N,N,,N,N,29617061,N,N,N,,1328-8067; 1442-200x; ,Pediatr Int,,,,29617061,journal article,2018,MED,"The relationship of Internet addiction with Attention Deficit Hyperactivity Disorder; effects of anxiety, depression and self-esteem."
17,,"Wang R, Liu K, Ye X, Yan S.",0,10.3389/fpsyt.2018.00094,2018-03-19,N,N,Y,N,N,,N,N,29615939,N,N,N,,1664-0640,Front Psychiatry,9,94,,29615939,journal article,2018,MED,Association Between Cerebral Microbleeds and Depression in the General Elderly Population: A Meta-Analysis.
18,,"Rief W, Bleichhardt G, Dannehl K, Euteneuer F, Wambach K.",0,10.1159/000487893,2018-04-12,N,N,N,N,N,,N,N,29649805,N,N,N,,0033-3190; 1423-0348; ,Psychother Psychosom,,,,29649805,journal article,2018,MED,Comparing the Efficacy of CBASP with Two Versions of CBT for Depression in a Routine Care Center: A Randomized Clinical Trial.
19,,"Adams KN, Schuman TS, Ebert CS, You W, Tomoum MO, Senior BA.",0,10.4193/rhin17.238,2018-04-08,N,N,Y,N,N,,N,N,29626844,N,N,N,,0300-0729; 1996-8604; ,Rhinology,,,,29626844,journal article,2018,MED,Self-reported anxiety and depression unchanged after endoscopic sinus surgery for chronic rhinosinusitis.
20,,"Gonoodi K, Moslem A, Ahmadnezhad M, Darroudi S, Mazloum Z, Tayefi M, Tabatabaeizadeh SA, Eslami S, Shafiee M, Khashayarmanesh Z, Haghighi HM, Ferns GA, Ghayour-Mobarhan M.",0,10.1007/s12011-018-1301-6,2018-03-30,N,N,N,N,N,,N,N,29603100,N,N,N,,0163-4984; 1559-0720; ,Biol Trace Elem Res,,,,29603100,journal article,2018,MED,Relationship of Dietary and Serum Zinc with Depression Score in Iranian Adolescent Girls.
21,,"Kayser S, Bewernick BH, Wagner S, Schlaepfer TE.",0,10.1097/yct.0000000000000495,2018-04-02,N,N,Y,N,N,,N,N,29613946,N,N,N,,1095-0680; 1533-4112; ,J ECT,,,,29613946,journal article,2018,MED,Clinical Predictors of Response to Magnetic Seizure Therapy in Depression: A Preliminary Report.
22,,Albert PR.,0,10.1503/jpn.180015,2018-03-01,N,N,N,Y,Y,N,N,Y,29481314,Y,N,N,2,1180-4882; 1488-2434; ,J Psychiatry Neurosci,43,76-78,PMC5837887,29481314,editorial; journal article; ,2018,MED,Is poststroke depression the same as major depression?
23,,"Khoo S, Simms LJ.",0,10.1002/pmh.1417,2018-04-02,N,N,N,N,N,,N,N,29611346,N,N,N,,1932-8621; 1932-863x; ,Personal Ment Health,,,,29611346,journal article,2018,MED,Links between depression and openness and its facets.
24,,"Conejero I, Olié E, Calati R, Ducasse D, Courtet P.",0,10.1007/s11920-018-0893-z,2018-04-05,N,N,Y,N,N,,N,N,29623441,N,N,N,5,1523-3812; 1535-1645; ,Curr Psychiatry Rep,20,33,,29623441,review; journal article; ,2018,MED,"Psychological Pain, Depression, and Suicide: Recent Evidences and Future Directions."
25,,"Lee HY, Yu CP, Wu CD, Pan WC.",0,10.3390/ijerph15040654,2018-04-01,N,N,Y,N,N,,N,N,29614768,N,N,N,4,1661-7827; 1660-4601; ,Int J Environ Res Public Health,15,,,29614768,journal article,2018,MED,The Effect of Leisure Activity Diversity and Exercise Time on the Prevention of Depression in the Middle-Aged and Elderly Residents of Taiwan.
26,,"Schraegle WA, Nussbaum NL, Titus JB.",0,10.1017/s1355617718000140,2018-03-25,N,N,Y,N,N,,N,N,29573759,N,N,N,,1355-6177; 1469-7661; ,J Int Neuropsychol Soc,,1-11,,29573759,journal article,2018,MED,Executive Dysfunction and Depression in Pediatric Temporal Lobe Epilepsy: The Contribution of Hippocampal Sclerosis and Psychosocial Factors.
27,,"Machaczek KK, Allmark P, Goyder E, Grant G, Ricketts T, Pollard N, Booth A, Harrop D, de-la Haye S, Collins K, Green G.",0,10.1186/s12889-018-5270-7,2018-03-21,N,N,N,N,Y,,N,Y,29562904,Y,N,N,1,1471-2458,BMC Public Health,18,392,PMC5863463,29562904,journal article,2018,MED,A scoping study of interventions to increase the uptake of physical activity (PA) amongst individuals with mild-to-moderate depression (MMD).
28,,"Xiao T, Qiu H, Chen Y, Zhou X, Wu K, Ruan X, Wang N, Fu C.",0,10.1186/s12888-018-1671-5,2018-04-04,N,N,Y,N,N,,N,N,29614998,N,N,N,1,1471-244x,BMC Psychiatry,18,89,,29614998,journal article,2018,MED,"Prevalence of anxiety and depression symptoms and their associated factors in mild COPD patients from community settings, Shanghai, China: a cross-sectional study."
29,,"Xiaowen W, Guangping G, Ling Z, Jiarui Z, Xiumin L, Zhaoqin L, Hongzhuan L, Yuyan Y, Liyuan Y, Lin L.",0,10.1080/09540121.2018.1456640,2018-04-01,N,N,Y,N,N,,N,N,29607666,N,N,N,,0954-0121; 1360-0451; ,AIDS Care,,1-9,,29607666,journal article,2018,MED,Depression and anxiety mediate perceived social support to predict health-related quality of life in pregnant women living with HIV.
30,,"Hidese S, Saito K, Asano S, Kunugi H.",0,10.1111/pcn.12656,2018-03-30,N,N,Y,N,N,,N,N,29603506,N,N,N,,1323-1316; 1440-1819; ,Psychiatry Clin Neurosci,,,,29603506,journal article,2018,MED,Association between iron deficiency anemia and depression: A web-based Japanese investigation.
31,,"Lee YY, Stockings EA, Harris MG, Doi SAR, Page IS, Davidson SK, Barendregt JJ.",0,10.1017/s0033291718000557,2018-03-13,N,N,N,N,N,,N,N,29530112,N,N,N,,0033-2917; 1469-8978; ,Psychol Med,,1-11,,29530112,journal article,2018,MED,The risk of developing major depression among individuals with subthreshold depression: a systematic review and meta-analysis of longitudinal cohort studies.
32,,"Goodarzi Z, Hanson HM, Jette N, Patten S, Pringsheim T, Holroyd-Leduc J.",0,10.1017/s0714980818000053,2018-04-05,N,N,Y,N,N,,N,N,29618389,N,N,N,,0714-9808; 1710-1107; ,Can J Aging,,1-15,,29618389,journal article,2018,MED,Barriers and Facilitators for Guidelines with Depression and Anxiety in Parkinson's Disease or Dementia.
33,,"Dai Q, Yin X, Li H, Feng Z.",0,10.1002/hbm.24051,2018-03-25,N,N,Y,N,N,,N,N,29575563,N,N,N,,1065-9471; 1097-0193; ,Hum Brain Mapp,,,,29575563,journal article,2018,MED,Orbito-frontal cortex mechanism of inhibition of return in current and remitted depression.
34,,"Brown SL, Hope-Stone L, Heimann H, Damato B, Salmon P.",0,10.1002/pon.4715,2018-03-30,N,N,N,N,N,,N,N,29601654,N,N,N,,1057-9249; 1099-1611; ,Psychooncology,,,,29601654,journal article,2018,MED,Predictors of anxiety and depression two years following treatment in uveal melanoma survivors.
35,,"Ulbricht CM, Chrysanthopoulou SA, Levin L, Lapane KL.",0,10.1016/j.psychres.2018.03.003,2018-03-17,N,N,Y,N,N,,N,N,29605104,N,N,N,,0165-1781; 1872-7123; ,Psychiatry Res,,,,29605104,review; journal article; ,2018,MED,The use of latent class analysis for identifying subtypes of depression: A systematic review.
36,,Tanaka K.,0,10.1111/jocn.14359,2018-03-24,N,N,N,N,N,,N,N,29573502,N,N,N,,0962-1067; 1365-2702; ,J Clin Nurs,,,,29573502,journal article,2018,MED,Strengths Promoting the Recovery Process in Older Adults with Depression.
37,,"Sarkisova KY, Gabova AV.",0,10.1111/gbb.12477,2018-03-31,N,N,Y,N,N,,N,N,29604188,N,N,N,,1601-1848; 1601-183x; ,Genes Brain Behav,,e12477,,29604188,journal article,2018,MED,Maternal care exerts disease-modifying effects on genetic absence epilepsy and comorbid depression.
38,,"Toft H, Neupane SP, Bramness JG, Tilden T, Wampold BE, Lien L.",0,10.1186/s12888-018-1677-z,2018-04-10,N,N,Y,N,N,,N,N,29631540,N,N,N,1,1471-244x,BMC Psychiatry,18,95,,29631540,journal article,2018,MED,The effect of trauma and alcohol on the relationship between level of cytokines and depression among patients entering psychiatric treatment.
39,,"Agarwal A, Batra S, Prasad R, Verma A, Jilani AQ, Kant S.",0,10.4081/monaldi.2018.902,2018-03-19,N,N,N,N,N,,N,N,29557571,N,N,N,1,1122-0643,Monaldi Arch Chest Dis,88,902,,29557571,journal article,2018,MED,A study on the prevalence of depression and the severity of depression in patients of chronic obstructive pulmonary disease in a semi-urban Indian population.
40,,"Patel VP, Feinstein A.",0,10.1177/1352458518770086,2018-04-01,N,N,N,N,N,,N,N,29648500,N,N,N,,1352-4585; 1477-0970; ,Mult Scler,,1352458518770086,,29648500,journal article,2018,MED,The link between depression and performance on the Symbol Digit Modalities Test: Mechanisms and clinical significance.
41,,"Wainsztein N, Rodríguez Lucci F.",0,10.1016/j.nec.2017.11.003,2018-04-01,N,N,Y,N,N,,N,N,29502713,N,N,N,2,1042-3680; 1558-1349; ,Neurosurg Clin N Am,29,223-229,,29502713,review; journal article; ,2018,MED,Cortical Spreading Depression and Ischemia in Neurocritical Patients.
42,,"Maheri A, Sadeghi R, Shojaeizadeh D, Tol A, Yaseri M, Rohban A.",0,10.4082/kjfm.2018.39.2.101,2018-03-22,N,N,N,N,N,,N,N,29629042,N,N,N,2,2005-6443; 2092-6715; ,Korean J Fam Med,39,101-107,,29629042,journal article,2018,MED,"Depression, Anxiety, and Perceived Social Support among Adults with Beta-Thalassemia Major: Cross-Sectional Study."
43,,"Chen B, Zhong X, Mai N, Peng Q, Wu Z, Ouyang C, Zhang W, Liang W, Wu Y, Liu S, Chen L, Ning Y.",0,10.1093/ijnp/pyy016,2018-03-15,N,N,Y,N,Y,,N,N,29554341,N,N,N,,1461-1457; 1469-5111; ,Int J Neuropsychopharmacol,,,,29554341,journal article,2018,MED,Cognitive Impairment and Structural Abnormalities in Late Life Depression with Olfactory Identification Impairment: an Alzheimer's Disease-Like Pattern.
44,,"Laikowski MM, Reisdorfer F, Moura S.",0,10.2174/0929867325666180410105135,2018-04-09,N,N,N,N,N,,N,N,29637850,N,N,N,,0929-8673; 1875-533x; ,Curr Med Chem,,,,29637850,journal article,2018,MED,"NAChR α4β2 subtype and their relation with nicotine addiction, cognition, depression and hyperactivity disorder."
45,,"Akena D, Joska J, Stein DJ.",0,10.1192/bjp.2018.9,2018-03-20,N,N,Y,N,N,,N,N,29554984,N,N,N,,0007-1250; 1472-1465; ,Br J Psychiatry,,1-7,,29554984,journal article,2018,MED,Sensitivity and specificity of the Akena Visual Depression Inventory (AViDI-18) in Kampala (Uganda) and Cape Town (South Africa).
46,,"Zhong QY, Gelaye B, VanderWeele TJ, Sanchez SE, Williams MA.",0,10.1093/aje/kwy067,2018-04-03,N,N,N,N,N,,N,N,29617921,N,N,N,,0002-9262; 1476-6256; ,Am J Epidemiol,,,,29617921,journal article,2018,MED,Causal Model of Social Support on Antepartum Depression: A Marginal Structural Modeling Approach.
47,,"Lesenskyj AM, Samples MP, Farmer JM, Maxwell CR.",0,10.1186/s40035-018-0113-0,2018-03-22,N,N,Y,N,Y,,N,Y,29588852,Y,N,N,,2047-9158,Transl Neurodegener,7,8,PMC5863446,29588852,review; journal article; ,2018,MED,Treating refractory depression in Parkinson's disease: a meta-analysis of transcranial magnetic stimulation.
